Obstacle_Designator    ,AIXM_NAME,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT),Height (FT),Lighting,Color of Lighting,Group
LTAU_30,BUILDING,BUILDING,384743.763N,0352653.953E,3696.3,123.0,NO INFO,,NO
LTAU_31,BUILDING,BUILDING,384744.697N,0352655.843E,3699.1,123.0,NO INFO,,NO
LTAU_32,BUILDING,BUILDING,384745.614N,0352655.502E,3699.4,123.0,NO INFO,,NO
LTAU_33,BUILDING,BUILDING,384747.601N,0352644.735E,3674.6,123.0,NO INFO,,NO
LTAU_34,BUILDING,BUILDING,384745.615N,0352646.172E,3676.0,123.0,NO INFO,,NO
LTAU_35,BUILDING,BUILDING,384744.193N,0352647.072E,3666.3,123.0,NO INFO,,NO
LTAU_36,BUILDING,BUILDING,384743.936N,0352644.179E,3663.3,123.0,NO INFO,,NO
LTAU_37,BUILDING,BUILDING,384742.819N,0352644.251E,3658.6,123.0,NO INFO,,NO
LTAU_38,BUILDING,BUILDING,384743.083N,0352647.177E,3666.3,123.0,NO INFO,,NO
LTAU_39,BUILDING,BUILDING,384741.729N,0352648.762E,3666.3,123.0,NO INFO,,NO
LTAU_40,BUILDING,BUILDING,384734.662N,0352648.709E,3617.6,103.3,NO INFO,,NO
LTAU_41,BUILDING,BUILDING,384735.228N,0352650.193E,3625.2,103.3,NO INFO,,NO
LTAU_42,BUILDING,BUILDING,384735.956N,0352651.479E,3637.0,103.3,NO INFO,,NO
LTAU_43,BUILDING,BUILDING,384734.128N,0352652.118E,3627.1,103.3,NO INFO,,NO
LTAU_44,BUILDING,BUILDING,384733.437N,0352650.866E,3618.2,103.3,NO INFO,,NO
LTAU_45,BUILDING,BUILDING,384732.864N,0352649.530E,3613.6,103.3,NO INFO,,NO
LTAU_46,BUILDING,BUILDING,384725.680N,0352654.902E,3618.5,113.2,NO INFO,,NO
LTAU_47,BUILDING,BUILDING,384726.633N,0352657.969E,3646.3,113.2,NO INFO,,NO
LTAU_48,BUILDING,BUILDING,384727.829N,0352657.212E,3642.6,113.2,NO INFO,,NO
LTAU_49,BUILDING,BUILDING,384904.597N,0352708.036E,3929.4,24.6,NO INFO,,NO
LTAU_50,BUILDING,BUILDING,384906.363N,0352705.683E,3946.9,24.6,NO INFO,,NO
LTAU_51,BUILDING,BUILDING,384906.863N,0352706.381E,3949.8,24.6,NO INFO,,NO
LTAU_52,BUILDING,BUILDING,384849.918N,0352707.195E,3877.4,64.0,NO INFO,,NO
LTAU_53,BUILDING,BUILDING,384854.098N,0352727.684E,3873.0,34.4,NO INFO,,NO
LTAU_54,BUILDING,BUILDING,384854.550N,0352728.835E,3873.0,34.4,NO INFO,,NO
LTAU_55,BUILDING,BUILDING,384853.438N,0352721.113E,3863.2,24.6,NO INFO,,NO
LTAU_56,BUILDING,BUILDING,384853.710N,0352721.616E,3863.2,24.6,NO INFO,,NO
LTAU_57,BUILDING,BUILDING,384853.917N,0352722.199E,3863.2,24.6,NO INFO,,NO
LTAU_58,BUILDING,BUILDING,384854.125N,0352722.732E,3863.2,24.6,NO INFO,,NO
LTAU_59,BUILDING,BUILDING,384854.423N,0352723.236E,3863.2,24.6,NO INFO,,NO
LTAU_60,BUILDING,BUILDING,384854.696N,0352723.739E,3863.2,24.6,NO INFO,,NO
LTAU_61,BUILDING,BUILDING,384854.928N,0352724.339E,3863.2,24.6,NO INFO,,NO
LTAU_62,BUILDING,BUILDING,384855.211N,0352724.942E,3863.2,24.6,NO INFO,,NO
LTAU_63,BUILDING,BUILDING,384855.469N,0352725.543E,3863.2,24.6,NO INFO,,NO
LTAU_64,BUILDING,BUILDING,384855.756N,0352725.322E,3863.2,24.6,NO INFO,,NO
LTAU_65,BUILDING,BUILDING,384852.433N,0352722.362E,3882.7,34.4,NO INFO,,NO
LTAU_66,BUILDING,BUILDING,384853.127N,0352722.435E,3863.2,24.6,NO INFO,,NO
LTAU_67,BUILDING,BUILDING,384853.323N,0352722.919E,3863.2,24.6,NO INFO,,NO
LTAU_68,BUILDING,BUILDING,384853.533N,0352723.337E,3853.3,14.8,NO INFO,,NO
LTAU_69,BUILDING,BUILDING,384853.782N,0352723.708E,3863.2,24.6,NO INFO,,NO
LTAU_70,BUILDING,BUILDING,384853.903N,0352724.107E,3853.3,14.8,NO INFO,,NO
LTAU_71,BUILDING,BUILDING,384854.250N,0352724.728E,3863.2,24.6,NO INFO,,NO
LTAU_72,BUILDING,BUILDING,384854.373N,0352725.011E,3863.2,24.6,NO INFO,,NO
LTAU_73,BUILDING,BUILDING,384854.522N,0352725.280E,3863.2,24.6,NO INFO,,NO
LTAU_74,BUILDING,BUILDING,384854.755N,0352725.798E,3863.2,24.6,NO INFO,,NO
LTAU_75,BUILDING,BUILDING,384853.997N,0352725.723E,3863.2,24.6,NO INFO,,NO
LTAU_76,BUILDING,BUILDING,384853.900N,0352725.439E,3863.2,24.6,NO INFO,,NO
LTAU_77,BUILDING,BUILDING,384853.780N,0352725.057E,3863.2,24.6,NO INFO,,NO
LTAU_78,BUILDING,BUILDING,384853.406N,0352724.452E,3863.2,24.6,NO INFO,,NO
LTAU_79,BUILDING,BUILDING,384853.271N,0352724.134E,3863.2,24.6,NO INFO,,NO
LTAU_80,BUILDING,BUILDING,384853.123N,0352723.850E,3863.2,24.6,NO INFO,,NO
LTAU_81,BUILDING,BUILDING,384852.888N,0352723.364E,3864.8,24.6,NO INFO,,NO
LTAU_82,BUILDING,BUILDING,384852.680N,0352722.847E,3868.8,24.6,NO INFO,,NO
LTAU_83,BUILDING,BUILDING,384853.684N,0352723.507E,3863.2,24.6,NO INFO,,NO
LTAU_84,BUILDING,BUILDING,384851.764N,0352717.564E,3898.1,34.4,NO INFO,,NO
LTAU_85,BUILDING,BUILDING,384852.323N,0352718.022E,3867.9,14.8,NO INFO,,NO
LTAU_86,BUILDING,BUILDING,384852.506N,0352719.002E,3871.2,24.6,NO INFO,,NO
LTAU_87,BUILDING,BUILDING,384852.648N,0352719.418E,3871.4,24.6,NO INFO,,NO
LTAU_88,BUILDING,BUILDING,384852.844N,0352719.781E,3863.2,24.6,NO INFO,,NO
LTAU_89,BUILDING,BUILDING,384853.060N,0352720.241E,3863.2,24.6,NO INFO,,NO
LTAU_90,BUILDING,BUILDING,384853.182N,0352720.547E,3863.2,24.6,NO INFO,,NO
LTAU_91,BUILDING,BUILDING,384851.091N,0352717.966E,3913.0,34.4,NO INFO,,NO
LTAU_92,BUILDING,BUILDING,384851.200N,0352718.381E,3914.4,34.4,NO INFO,,NO
LTAU_93,BUILDING,BUILDING,384851.425N,0352718.910E,3909.0,34.4,NO INFO,,NO
LTAU_94,BUILDING,BUILDING,384850.805N,0352718.779E,3931.8,44.3,NO INFO,,NO
LTAU_95,BUILDING,BUILDING,384851.276N,0352719.851E,3915.4,34.4,NO INFO,,NO
LTAU_96,BUILDING,BUILDING,384851.545N,0352720.313E,3907.6,34.4,NO INFO,,NO
LTAU_97,BUILDING,BUILDING,384849.008N,0352711.527E,3870.9,34.4,NO INFO,,NO
LTAU_98,BUILDING,BUILDING,384848.774N,0352711.026E,3871.5,34.4,NO INFO,,NO
LTAU_99,BUILDING,BUILDING,384849.983N,0352713.552E,3871.5,24.6,NO INFO,,NO
LTAU_100,BUILDING,BUILDING,384849.723N,0352713.049E,3866.0,24.6,NO INFO,,NO
LTAU_101,BUILDING,BUILDING,384849.820N,0352713.316E,3870.8,24.6,NO INFO,,NO
LTAU_102,BUILDING,BUILDING,384849.440N,0352712.447E,3862.8,24.6,NO INFO,,NO
LTAU_103,BUILDING,BUILDING,384849.294N,0352712.047E,3862.5,24.6,NO INFO,,NO
LTAU_104,BUILDING,BUILDING,384848.390N,0352712.181E,3875.3,34.4,NO INFO,,NO
LTAU_105,BUILDING,BUILDING,384845.984N,0352718.252E,3894.2,34.4,NO INFO,,NO
LTAU_106,BUILDING,BUILDING,384847.682N,0352709.220E,3870.3,34.4,NO INFO,,NO
LTAU_107,BUILDING,BUILDING,384847.330N,0352708.618E,3855.7,24.6,NO INFO,,NO
LTAU_108,BUILDING,BUILDING,384847.131N,0352708.899E,3857.6,24.6,NO INFO,,NO
LTAU_109,BUILDING,BUILDING,384847.014N,0352708.333E,3852.2,24.6,NO INFO,,NO
LTAU_110,BUILDING,BUILDING,384846.218N,0352707.428E,3842.9,24.6,NO INFO,,NO
LTAU_111,BUILDING,BUILDING,384846.464N,0352707.985E,3846.3,24.6,NO INFO,,NO
LTAU_112,BUILDING,BUILDING,384848.113N,0352710.153E,3863.2,24.6,NO INFO,,NO
LTAU_113,BUILDING,BUILDING,384847.908N,0352709.708E,3862.1,24.6,NO INFO,,NO
LTAU_114,BUILDING,BUILDING,384846.508N,0352709.836E,3848.1,14.8,NO INFO,,NO
LTAU_115,BUILDING,BUILDING,384846.307N,0352710.185E,3848.9,14.8,NO INFO,,NO
LTAU_116,BUILDING,BUILDING,384846.183N,0352709.482E,3851.7,24.6,NO INFO,,NO
LTAU_117,BUILDING,BUILDING,384845.974N,0352709.708E,3851.6,24.6,NO INFO,,NO
LTAU_118,BUILDING,BUILDING,384845.592N,0352708.515E,3841.8,24.6,NO INFO,,NO
LTAU_119,BUILDING,BUILDING,384844.990N,0352707.535E,3833.6,24.6,NO INFO,,NO
LTAU_120,BUILDING,BUILDING,384844.460N,0352708.243E,3830.7,24.6,NO INFO,,NO
LTAU_121,BUILDING,BUILDING,384844.243N,0352708.894E,3828.1,24.6,NO INFO,,NO
LTAU_122,BUILDING,BUILDING,384844.369N,0352710.036E,3832.7,24.6,NO INFO,,NO
LTAU_123,BUILDING,BUILDING,384844.034N,0352709.655E,3828.4,24.6,NO INFO,,NO
LTAU_124,BUILDING,BUILDING,384844.996N,0352709.825E,3830.7,14.8,NO INFO,,NO
LTAU_125,BUILDING,BUILDING,384844.774N,0352710.174E,3829.4,14.8,NO INFO,,NO
LTAU_126,BUILDING,BUILDING,384845.100N,0352710.994E,3845.8,24.6,NO INFO,,NO
LTAU_127,BUILDING,BUILDING,384845.197N,0352710.435E,3844.5,24.6,NO INFO,,NO
LTAU_128,BUILDING,BUILDING,384845.565N,0352710.790E,3841.8,14.8,NO INFO,,NO
LTAU_129,BUILDING,BUILDING,384845.339N,0352711.359E,3848.7,24.6,NO INFO,,NO
LTAU_130,BUILDING,BUILDING,384844.133N,0352711.564E,3826.8,14.8,NO INFO,,NO
LTAU_131,BUILDING,BUILDING,384843.778N,0352711.113E,3822.6,14.8,NO INFO,,NO
LTAU_132,BUILDING,BUILDING,384844.567N,0352711.867E,3851.1,34.4,NO INFO,,NO
LTAU_133,BUILDING,BUILDING,384843.237N,0352711.314E,3819.7,14.8,NO INFO,,NO
LTAU_134,BUILDING,BUILDING,384843.938N,0352712.174E,3838.7,24.6,NO INFO,,NO
LTAU_135,BUILDING,BUILDING,384843.538N,0352711.804E,3833.5,24.6,NO INFO,,NO
LTAU_136,BUILDING,BUILDING,384844.154N,0352712.593E,3841.8,24.6,NO INFO,,NO
LTAU_137,BUILDING,BUILDING,384843.902N,0352707.251E,3832.3,34.4,NO INFO,,NO
LTAU_138,BUILDING,BUILDING,384843.105N,0352709.952E,3822.8,24.6,NO INFO,,NO
LTAU_139,BUILDING,BUILDING,384842.871N,0352710.383E,3824.4,24.6,NO INFO,,NO
LTAU_140,BUILDING,BUILDING,384840.699N,0352708.032E,3834.3,54.1,NO INFO,,NO
LTAU_141,BUILDING,BUILDING,384840.057N,0352710.547E,3843.5,54.1,NO INFO,,NO
LTAU_142,BUILDING,BUILDING,384839.605N,0352710.079E,3810.9,24.6,NO INFO,,NO
LTAU_143,BUILDING,BUILDING,384838.846N,0352711.986E,3855.7,64.0,NO INFO,,NO
LTAU_144,BUILDING,BUILDING,384839.416N,0352712.430E,3849.6,54.1,NO INFO,,NO
LTAU_145,BUILDING,BUILDING,384841.075N,0352711.582E,3851.5,54.1,NO INFO,,NO
LTAU_146,BUILDING,BUILDING,384841.578N,0352712.162E,3855.2,54.1,NO INFO,,NO
LTAU_147,BUILDING,BUILDING,384841.375N,0352713.636E,3860.2,54.1,NO INFO,,NO
LTAU_148,BUILDING,BUILDING,384840.509N,0352714.017E,3858.5,54.1,NO INFO,,NO
LTAU_149,BUILDING,BUILDING,384842.135N,0352715.773E,3873.8,54.1,NO INFO,,NO
LTAU_150,BUILDING,BUILDING,384841.879N,0352717.259E,3858.3,34.4,NO INFO,,NO
LTAU_151,BUILDING,BUILDING,384841.049N,0352716.929E,3862.1,44.3,NO INFO,,NO
LTAU_152,BUILDING,BUILDING,384843.820N,0352718.299E,3873.4,34.4,NO INFO,,NO
LTAU_153,BUILDING,BUILDING,384843.084N,0352717.588E,3865.6,34.4,NO INFO,,NO
LTAU_154,BUILDING,BUILDING,384842.805N,0352718.113E,3866.9,34.4,NO INFO,,NO
LTAU_155,BUILDING,BUILDING,384842.408N,0352718.634E,3875.3,44.3,NO INFO,,NO
LTAU_156,BUILDING,BUILDING,384841.989N,0352719.141E,3865.7,34.4,NO INFO,,NO
LTAU_157,BUILDING,BUILDING,384842.277N,0352720.234E,3881.5,44.3,NO INFO,,NO
LTAU_158,BUILDING,BUILDING,384841.741N,0352720.737E,3892.6,54.1,NO INFO,,NO
LTAU_159,BUILDING,BUILDING,384841.083N,0352720.933E,3891.7,54.1,NO INFO,,NO
LTAU_160,BUILDING,BUILDING,384843.804N,0352720.602E,3897.1,44.3,NO INFO,,NO
LTAU_161,BUILDING,BUILDING,384844.200N,0352722.658E,3911.8,44.3,NO INFO,,NO
LTAU_162,BUILDING,BUILDING,384839.693N,0352719.693E,3867.7,44.3,NO INFO,,NO
LTAU_163,BUILDING,BUILDING,384839.681N,0352721.283E,3877.1,44.3,NO INFO,,NO
LTAU_164,BUILDING,BUILDING,384838.877N,0352720.748E,3859.8,34.4,NO INFO,,NO
LTAU_165,BUILDING,BUILDING,384843.638N,0352724.888E,3904.0,34.4,NO INFO,,NO
LTAU_166,BUILDING,BUILDING,384843.253N,0352725.354E,3902.8,34.4,NO INFO,,NO
LTAU_167,BUILDING,BUILDING,384842.818N,0352725.641E,3901.3,34.4,NO INFO,,NO
LTAU_168,BUILDING,BUILDING,384841.752N,0352726.331E,3914.7,54.1,NO INFO,,NO
LTAU_169,BUILDING,BUILDING,384844.257N,0352728.104E,3944.9,54.1,NO INFO,,NO
LTAU_170,BUILDING,BUILDING,384844.043N,0352729.097E,3937.7,54.1,NO INFO,,NO
LTAU_171,BUILDING,BUILDING,384843.244N,0352728.837E,3931.1,54.1,NO INFO,,NO
LTAU_172,BUILDING,BUILDING,384843.182N,0352729.753E,3929.7,54.1,NO INFO,,NO
LTAU_173,BUILDING,BUILDING,384844.233N,0352730.283E,3937.4,54.1,NO INFO,,NO
LTAU_174,BUILDING,BUILDING,384843.755N,0352730.568E,3933.6,54.1,NO INFO,,NO
LTAU_175,BUILDING,BUILDING,384843.374N,0352731.350E,3931.1,54.1,NO INFO,,NO
LTAU_176,BUILDING,BUILDING,384842.653N,0352731.929E,3925.9,54.1,NO INFO,,NO
LTAU_177,BUILDING,BUILDING,384842.526N,0352730.828E,3925.5,54.1,NO INFO,,NO
LTAU_178,BUILDING,BUILDING,384842.289N,0352729.860E,3925.5,54.1,NO INFO,,NO
LTAU_179,BUILDING,BUILDING,384839.980N,0352732.563E,3899.9,34.4,NO INFO,,NO
LTAU_180,BUILDING,BUILDING,384838.634N,0352727.691E,3877.8,34.4,NO INFO,,NO
LTAU_181,BUILDING,BUILDING,384838.140N,0352727.715E,3875.0,34.4,NO INFO,,NO
LTAU_182,BUILDING,BUILDING,384836.789N,0352731.768E,3883.9,34.4,NO INFO,,NO
LTAU_183,BUILDING,BUILDING,384838.328N,0352722.374E,3883.1,54.1,NO INFO,,NO
LTAU_184,BUILDING,BUILDING,384836.653N,0352722.934E,3862.2,44.3,NO INFO,,NO
LTAU_185,BUILDING,BUILDING,384834.827N,0352722.556E,3851.9,44.3,NO INFO,,NO
LTAU_186,BUILDING,BUILDING,384836.040N,0352726.053E,3860.3,34.4,NO INFO,,NO
LTAU_187,BUILDING,BUILDING,384836.001N,0352724.365E,3862.8,44.3,NO INFO,,NO
LTAU_188,BUILDING,BUILDING,384835.557N,0352726.091E,3869.1,44.3,NO INFO,,NO
LTAU_189,BUILDING,BUILDING,384839.461N,0352716.658E,3840.5,34.4,NO INFO,,NO
LTAU_190,BUILDING,BUILDING,384839.235N,0352715.778E,3837.2,34.4,NO INFO,,NO
LTAU_191,BUILDING,BUILDING,384838.354N,0352716.669E,3839.7,34.4,NO INFO,,NO
LTAU_192,BUILDING,BUILDING,384836.138N,0352714.306E,3832.7,44.3,NO INFO,,NO
LTAU_193,BUILDING,BUILDING,384836.222N,0352713.963E,3870.2,83.7,NO INFO,,NO
LTAU_194,BUILDING,BUILDING,384837.615N,0352710.770E,3808.1,24.6,NO INFO,,NO
LTAU_195,BUILDING,BUILDING,384836.623N,0352712.019E,3824.5,44.3,NO INFO,,NO
LTAU_196,BUILDING,BUILDING,384837.148N,0352708.516E,3817.3,44.3,NO INFO,,NO
LTAU_197,BUILDING,BUILDING,384836.670N,0352709.191E,3819.2,44.3,NO INFO,,NO
LTAU_198,BUILDING,BUILDING,384835.711N,0352708.270E,3793.1,24.6,NO INFO,,NO
LTAU_199,BUILDING,BUILDING,384835.218N,0352710.885E,3805.6,34.4,NO INFO,,NO
LTAU_200,BUILDING,BUILDING,384838.351N,0352719.268E,3878.0,64.0,NO INFO,,NO
LTAU_201,BUILDING,BUILDING,384836.183N,0352717.664E,3838.0,34.4,NO INFO,,NO
LTAU_202,BUILDING,BUILDING,384835.368N,0352717.225E,3832.8,34.4,NO INFO,,NO
LTAU_203,BUILDING,BUILDING,384834.721N,0352717.383E,3831.0,34.4,NO INFO,,NO
LTAU_204,BUILDING,BUILDING,384835.203N,0352715.919E,3826.1,34.4,NO INFO,,NO
LTAU_205,BUILDING,BUILDING,384834.972N,0352715.253E,3821.9,34.4,NO INFO,,NO
LTAU_206,BUILDING,BUILDING,384834.678N,0352714.568E,3827.7,44.3,NO INFO,,NO
LTAU_207,BUILDING,BUILDING,384833.989N,0352714.874E,3836.6,54.1,NO INFO,,NO
LTAU_208,BUILDING,BUILDING,384834.182N,0352716.081E,3841.7,54.1,NO INFO,,NO
LTAU_209,BUILDING,BUILDING,384833.784N,0352711.933E,3837.2,64.0,NO INFO,,NO
LTAU_210,BUILDING,BUILDING,384832.500N,0352712.366E,3818.1,44.3,NO INFO,,NO
LTAU_211,BUILDING,BUILDING,384832.720N,0352713.541E,3821.3,44.3,NO INFO,,NO
LTAU_212,BUILDING,BUILDING,384832.065N,0352713.486E,3820.5,44.3,NO INFO,,NO
LTAU_213,BUILDING,BUILDING,384831.624N,0352713.635E,3819.1,44.3,NO INFO,,NO
LTAU_214,BUILDING,BUILDING,384831.377N,0352712.525E,3817.3,44.3,NO INFO,,NO
LTAU_215,BUILDING,BUILDING,384830.633N,0352712.400E,3817.3,44.3,NO INFO,,NO
LTAU_216,BUILDING,BUILDING,384830.658N,0352713.059E,3817.3,44.3,NO INFO,,NO
LTAU_217,BUILDING,BUILDING,384832.766N,0352715.040E,3826.3,44.3,NO INFO,,NO
LTAU_218,BUILDING,BUILDING,384832.211N,0352715.103E,3825.1,44.3,NO INFO,,NO
LTAU_219,BUILDING,BUILDING,384832.418N,0352716.262E,3828.6,44.3,NO INFO,,NO
LTAU_220,BUILDING,BUILDING,384831.877N,0352716.277E,3826.7,44.3,NO INFO,,NO
LTAU_221,BUILDING,BUILDING,384831.190N,0352716.516E,3824.2,44.3,NO INFO,,NO
LTAU_222,BUILDING,BUILDING,384833.435N,0352715.047E,3826.6,44.3,NO INFO,,NO
LTAU_223,BUILDING,BUILDING,384830.621N,0352711.150E,3826.1,54.1,NO INFO,,NO
LTAU_224,BUILDING,BUILDING,384830.451N,0352707.590E,3785.9,34.4,NO INFO,,NO
LTAU_225,BUILDING,BUILDING,384832.683N,0352717.736E,3833.7,44.3,NO INFO,,NO
LTAU_226,BUILDING,BUILDING,384833.138N,0352718.755E,3834.7,44.3,NO INFO,,NO
LTAU_227,BUILDING,BUILDING,384833.654N,0352718.740E,3837.3,44.3,NO INFO,,NO
LTAU_228,BUILDING,BUILDING,384832.991N,0352720.247E,3839.8,44.3,NO INFO,,NO
LTAU_229,BUILDING,BUILDING,384832.350N,0352718.909E,3823.8,34.4,NO INFO,,NO
LTAU_230,BUILDING,BUILDING,384828.017N,0352705.997E,3772.6,34.4,NO INFO,,NO
LTAU_231,BUILDING,BUILDING,384827.492N,0352706.440E,3764.1,24.6,NO INFO,,NO
LTAU_232,BUILDING,BUILDING,384826.768N,0352705.987E,3759.0,24.6,NO INFO,,NO
LTAU_233,BUILDING,BUILDING,384823.870N,0352703.634E,3806.4,73.8,NO INFO,,NO
LTAU_234,BUILDING,BUILDING,384825.324N,0352704.484E,3853.4,123.0,NO INFO,,NO
LTAU_235,BUILDING,BUILDING,384826.193N,0352708.254E,3754.9,14.8,NO INFO,,NO
LTAU_236,BUILDING,BUILDING,384827.289N,0352708.786E,3754.9,14.8,NO INFO,,NO
LTAU_237,BUILDING,BUILDING,384829.365N,0352711.061E,3804.8,34.4,NO INFO,,NO
LTAU_238,BUILDING,BUILDING,384828.840N,0352710.945E,3800.2,34.4,NO INFO,,NO
LTAU_239,BUILDING,BUILDING,384828.389N,0352710.962E,3800.2,44.3,NO INFO,,NO
LTAU_240,BUILDING,BUILDING,384827.901N,0352710.912E,3781.9,34.4,NO INFO,,NO
LTAU_241,BUILDING,BUILDING,384827.445N,0352710.551E,3764.8,24.6,NO INFO,,NO
LTAU_242,BUILDING,BUILDING,384826.735N,0352710.000E,3764.8,24.6,NO INFO,,NO
LTAU_243,BUILDING,BUILDING,384826.969N,0352710.535E,3795.0,54.1,NO INFO,,NO
LTAU_244,BUILDING,BUILDING,384829.323N,0352712.442E,3807.4,34.4,NO INFO,,NO
LTAU_245,BUILDING,BUILDING,384829.399N,0352713.103E,3817.3,44.3,NO INFO,,NO
LTAU_246,BUILDING,BUILDING,384829.486N,0352713.879E,3817.3,44.3,NO INFO,,NO
LTAU_247,BUILDING,BUILDING,384829.667N,0352715.053E,3817.3,44.3,NO INFO,,NO
LTAU_248,BUILDING,BUILDING,384829.845N,0352715.783E,3817.6,44.3,NO INFO,,NO
LTAU_249,BUILDING,BUILDING,384828.843N,0352716.292E,3827.1,54.1,NO INFO,,NO
LTAU_250,BUILDING,BUILDING,384828.149N,0352715.034E,3827.1,54.1,NO INFO,,NO
LTAU_251,BUILDING,BUILDING,384827.443N,0352716.145E,3817.3,44.3,NO INFO,,NO
LTAU_252,BUILDING,BUILDING,384827.367N,0352715.468E,3817.3,44.3,NO INFO,,NO
LTAU_253,BUILDING,BUILDING,384824.682N,0352709.683E,3822.6,73.8,NO INFO,,NO
LTAU_254,BUILDING,BUILDING,384824.891N,0352708.950E,3820.8,73.8,NO INFO,,NO
LTAU_255,BUILDING,BUILDING,384825.508N,0352710.238E,3791.2,44.3,NO INFO,,NO
LTAU_256,BUILDING,BUILDING,384824.577N,0352710.404E,3805.5,54.1,NO INFO,,NO
LTAU_257,BUILDING,BUILDING,384825.549N,0352711.934E,3799.4,44.3,NO INFO,,NO
LTAU_258,BUILDING,BUILDING,384824.384N,0352712.881E,3807.2,44.3,NO INFO,,NO
LTAU_259,BUILDING,BUILDING,384825.749N,0352714.063E,3809.4,44.3,NO INFO,,NO
LTAU_260,BUILDING,BUILDING,384825.772N,0352714.788E,3814.8,44.3,NO INFO,,NO
LTAU_261,BUILDING,BUILDING,384824.597N,0352715.570E,3820.4,44.3,NO INFO,,NO
LTAU_262,BUILDING,BUILDING,384824.767N,0352716.678E,3825.3,44.3,NO INFO,,NO
LTAU_263,BUILDING,BUILDING,384826.025N,0352717.445E,3834.2,54.1,NO INFO,,NO
LTAU_264,BUILDING,BUILDING,384825.506N,0352720.701E,3860.0,64.0,NO INFO,,NO
LTAU_265,BUILDING,BUILDING,384826.015N,0352720.982E,3839.6,44.3,NO INFO,,NO
LTAU_266,BUILDING,BUILDING,384827.194N,0352712.089E,3795.9,44.3,NO INFO,,NO
LTAU_267,BUILDING,BUILDING,384828.010N,0352712.463E,3815.1,54.1,NO INFO,,NO
LTAU_268,BUILDING,BUILDING,384827.776N,0352718.690E,3813.6,34.4,NO INFO,,NO
LTAU_269,BUILDING,BUILDING,384827.611N,0352717.977E,3809.3,34.4,NO INFO,,NO
LTAU_270,BUILDING,BUILDING,384830.470N,0352717.894E,3827.0,44.3,NO INFO,,NO
LTAU_271,BUILDING,BUILDING,384828.779N,0352718.724E,3823.5,44.3,NO INFO,,NO
