Obstacle_Designator    ,AIXM_NAME,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group
LTAF643,BUILDING,BUILDING,370008.299N,0351846.694E,212.37,206.69,NO INFO,,NO
LTAF644,BUILDING,BUILDING,365953.164N,0351847.866E,196.03,189.83,NO INFO,,NO
LTAF645,BUILDING,BUILDING,365951.879N,0351848.531E,195.01,191.60,NO INFO,,NO
LTAF646,BUILDING,BUILDING,365950.263N,0351849.978E,197.08,192.39,NO INFO,,NO
LTAF647,BUILDING,BUILDING,365950.679N,0351846.161E,189.20,187.10,NO INFO,,NO
LTAF648,BUILDING,BUILDING,365953.194N,0351845.177E,189.47,187.96,NO INFO,,NO
LTAF649,BUILDING,BUILDING,365946.224N,0351842.208E,188.42,183.56,NO INFO,,NO
LTAF650,BUILDING,BUILDING,370031.026N,0351828.280E,218.76,204.07,NO INFO,,NO
LTAF651,BUILDING,BUILDING,365958.563N,0351903.699E,221.59,219.65,NO INFO,,NO
LTAF652,BUILDING,BUILDING,370123.969N,0351655.917E,305.57,294.52,NO INFO,,NO
LTAF653,BUILDING,BUILDING,370043.490N,0351721.352E,260.89,204.07,NO INFO,,NO
LTAF654,BUILDING,BUILDING,370022.593N,0351911.733E,258.76,258.13,NO INFO,,NO
LTAF655,BUILDING,BUILDING,370007.922N,0351841.338E,230.48,201.08,NO INFO,,NO
LTAF656,BUILDING,BUILDING,370002.986N,0351919.721E,292.75,241.57,NO INFO,,NO
LTAF657,BUILDING,BUILDING,365931.686N,0351819.515E,199.31,197.18,NO INFO,,NO
LTAF658,BUILDING,BUILDING,370002.395N,0351924.150E,255.67,254.33,NO INFO,,NO
LTAF659,BUILDING,BUILDING,370027.999N,0351831.034E,205.08,204.07,NO INFO,,NO
LTAF660,BUILDING,BUILDING,370010.543N,0351648.257E,205.38,204.07,NO INFO,,NO
LTAF661,BUILDING,BUILDING,370021.595N,0351859.954E,240.61,240.38,NO INFO,,NO
LTAF662,BUILDING,BUILDING,370004.259N,0351739.053E,216.37,204.07,NO INFO,,NO
LTAF663,BUILDING,BUILDING,370102.185N,0351710.210E,375.75,204.07,NO INFO,,NO
LTAF664,BUILDING,BUILDING,370102.622N,0351712.004E,374.18,204.07,NO INFO,,NO
LTAF665,BUILDING,BUILDING,370104.101N,0351602.452E,390.71,223.86,NO INFO,,NO
LTAF666,BUILDING,BUILDING,370100.908N,0351708.724E,366.43,204.07,NO INFO,,NO
LTAF667,BUILDING,BUILDING,370116.720N,0351708.182E,417.35,264.20,NO INFO,,NO
LTAF668,BUILDING,BUILDING,370120.126N,0351651.363E,424.40,277.46,NO INFO,,NO
LTAF669,BUILDING,BUILDING,370038.887N,0351615.633E,340.28,204.07,NO INFO,,NO
LTAF670,BUILDING,BUILDING,370045.713N,0351609.817E,335.79,204.07,NO INFO,,NO
LTAF671,BUILDING,BUILDING,370115.002N,0351726.863E,394.45,267.61,NO INFO,,NO
LTAF672,BUILDING,BUILDING,370043.904N,0351718.710E,328.57,204.07,NO INFO,,NO
LTAF673,BUILDING,BUILDING,370113.269N,0351726.032E,375.39,258.33,NO INFO,,NO
LTAF674,BUILDING,BUILDING,370126.341N,0351729.001E,320.90,204.07,NO INFO,,NO
LTAF675,BUILDING,BUILDING,370044.495N,0351721.223E,318.53,204.07,NO INFO,,NO
LTAF676,BUILDING,BUILDING,370043.326N,0351721.946E,316.89,204.07,NO INFO,,NO
LTAF677,BUILDING,BUILDING,370113.122N,0351722.131E,356.39,254.49,NO INFO,,NO
LTAF678,BUILDING,BUILDING,370105.688N,0351720.208E,317.32,216.11,NO INFO,,NO
LTAF679,BUILDING,BUILDING,370113.224N,0351722.955E,356.56,255.64,NO INFO,,NO
LTAF680,BUILDING,BUILDING,370115.316N,0351645.508E,349.80,253.28,NO INFO,,NO
LTAF681,BUILDING,BUILDING,370105.375N,0351727.070E,313.61,220.31,NO INFO,,NO
LTAF682,BUILDING,BUILDING,370115.988N,0351650.356E,349.24,256.49,NO INFO,,NO
LTAF683,BUILDING,BUILDING,370107.829N,0351710.317E,312.30,220.54,NO INFO,,NO
LTAF684,BUILDING,BUILDING,370050.592N,0351530.352E,302.65,210.94,NO INFO,,NO
LTAF685,BUILDING,BUILDING,370056.575N,0351552.076E,295.21,204.07,NO INFO,,NO
LTAF686,BUILDING,BUILDING,370047.657N,0351716.922E,294.39,204.07,NO INFO,,NO
LTAF687,BUILDING,BUILDING,370054.113N,0351610.012E,294.29,204.07,NO INFO,,NO
LTAF688,BUILDING,BUILDING,370048.769N,0351717.101E,294.25,204.07,NO INFO,,NO
LTAF689,BUILDING,BUILDING,370047.983N,0351530.474E,293.99,204.07,NO INFO,,NO
LTAF690,BUILDING,BUILDING,370049.636N,0351716.217E,293.99,204.07,NO INFO,,NO
LTAF691,BUILDING,BUILDING,370107.522N,0351718.390E,313.71,223.88,NO INFO,,NO
LTAF692,BUILDING,BUILDING,370049.157N,0351530.775E,293.37,204.07,NO INFO,,NO
LTAF693,BUILDING,BUILDING,370048.784N,0351529.342E,293.89,204.99,NO INFO,,NO
LTAF694,BUILDING,BUILDING,370050.649N,0351528.627E,303.41,214.62,NO INFO,,NO
LTAF695,BUILDING,BUILDING,370054.285N,0351721.416E,292.09,204.07,NO INFO,,NO
LTAF696,BUILDING,BUILDING,370053.837N,0351719.823E,291.96,204.07,NO INFO,,NO
LTAF697,BUILDING,BUILDING,370117.275N,0351645.458E,350.13,263.19,NO INFO,,NO
LTAF698,BUILDING,BUILDING,370114.237N,0351700.704E,335.26,248.97,NO INFO,,NO
LTAF699,BUILDING,BUILDING,370054.568N,0351723.165E,290.32,204.07,NO INFO,,NO
LTAF700,BUILDING,BUILDING,370100.081N,0351719.947E,289.37,204.07,NO INFO,,NO
LTAF701,BUILDING,BUILDING,370052.346N,0351719.574E,288.42,204.07,NO INFO,,NO
LTAF702,BUILDING,BUILDING,370117.739N,0351649.019E,349.44,265.35,NO INFO,,NO
LTAF703,BUILDING,BUILDING,370056.636N,0351747.873E,287.82,204.07,NO INFO,,NO
LTAF704,BUILDING,BUILDING,370058.587N,0351721.560E,287.66,204.07,NO INFO,,NO
LTAF705,BUILDING,BUILDING,370110.297N,0351716.315E,319.94,236.35,NO INFO,,NO
LTAF706,BUILDING,BUILDING,370053.694N,0351612.635E,287.46,204.07,NO INFO,,NO
LTAF707,BUILDING,BUILDING,370108.255N,0351719.743E,311.77,228.51,NO INFO,,NO
LTAF708,BUILDING,BUILDING,370058.984N,0351720.163E,287.30,204.07,NO INFO,,NO
LTAF709,BUILDING,BUILDING,370057.490N,0351746.723E,288.48,205.25,NO INFO,,NO
LTAF710,BUILDING,BUILDING,370051.840N,0351715.971E,287.20,204.07,NO INFO,,NO
LTAF711,BUILDING,BUILDING,370034.821N,0351527.010E,287.20,204.07,NO INFO,,NO
LTAF712,BUILDING,BUILDING,370053.549N,0351715.596E,287.10,204.07,NO INFO,,NO
LTAF713,BUILDING,BUILDING,370056.857N,0351745.207E,286.84,204.07,NO INFO,,NO
LTAF714,BUILDING,BUILDING,370057.787N,0351720.369E,285.04,204.07,NO INFO,,NO
LTAF715,BUILDING,BUILDING,370104.091N,0351726.564E,293.66,213.51,NO INFO,,NO
LTAF716,BUILDING,BUILDING,370057.838N,0351722.800E,284.18,204.07,NO INFO,,NO
LTAF717,BUILDING,BUILDING,370055.800N,0351722.121E,283.79,204.07,NO INFO,,NO
LTAF718,BUILDING,BUILDING,370106.767N,0351728.520E,308.13,228.51,NO INFO,,NO
LTAF719,BUILDING,BUILDING,370055.582N,0351719.779E,283.66,204.07,NO INFO,,NO
LTAF720,BUILDING,BUILDING,370056.590N,0351720.799E,283.63,204.07,NO INFO,,NO
LTAF721,BUILDING,BUILDING,370057.450N,0351747.768E,286.02,206.56,NO INFO,,NO
LTAF722,BUILDING,BUILDING,370052.201N,0351557.324E,282.18,204.07,NO INFO,,NO
LTAF723,BUILDING,BUILDING,370052.173N,0351555.368E,282.15,204.07,NO INFO,,NO
LTAF724,BUILDING,BUILDING,370052.261N,0351559.311E,281.92,204.07,NO INFO,,NO
LTAF725,BUILDING,BUILDING,370107.317N,0351720.774E,302.13,224.60,NO INFO,,NO
LTAF726,BUILDING,BUILDING,370112.235N,0351713.186E,319.68,244.16,NO INFO,,NO
LTAF727,BUILDING,BUILDING,370112.088N,0351716.028E,320.40,245.11,NO INFO,,NO
LTAF728,BUILDING,BUILDING,370053.947N,0351717.729E,278.44,204.07,NO INFO,,NO
LTAF729,BUILDING,BUILDING,370058.404N,0351551.335E,284.94,210.94,NO INFO,,NO
LTAF730,BUILDING,BUILDING,370050.587N,0351534.050E,278.05,204.07,NO INFO,,NO
LTAF731,BUILDING,BUILDING,370112.310N,0351717.768E,320.73,247.34,NO INFO,,NO
LTAF732,BUILDING,BUILDING,370034.709N,0351528.406E,276.90,204.07,NO INFO,,NO
LTAF733,BUILDING,BUILDING,370110.313N,0351709.612E,305.18,232.64,NO INFO,,NO
LTAF734,BUILDING,BUILDING,370046.645N,0351717.477E,276.41,204.07,NO INFO,,NO
LTAF735,BUILDING,BUILDING,370043.897N,0351559.263E,276.37,204.07,NO INFO,,NO
LTAF736,BUILDING,BUILDING,370038.441N,0351516.509E,275.82,204.07,NO INFO,,NO
LTAF737,BUILDING,BUILDING,370052.286N,0351717.674E,275.69,204.07,NO INFO,,NO
LTAF738,BUILDING,BUILDING,370048.840N,0351520.938E,294.32,222.75,NO INFO,,NO
LTAF739,BUILDING,BUILDING,370059.841N,0351559.078E,278.74,207.32,NO INFO,,NO
LTAF740,BUILDING,BUILDING,370044.894N,0351723.191E,275.42,204.07,NO INFO,,NO
LTAF741,BUILDING,BUILDING,370108.763N,0351721.307E,301.74,232.22,NO INFO,,NO
LTAF742,BUILDING,BUILDING,370109.059N,0351641.896E,291.43,222.14,NO INFO,,NO
LTAF743,BUILDING,BUILDING,370037.379N,0351507.171E,277.19,208.06,NO INFO,,NO
LTAF744,BUILDING,BUILDING,370116.025N,0351702.729E,325.42,258.69,NO INFO,,NO
LTAF745,BUILDING,BUILDING,370105.392N,0351658.634E,270.53,204.07,NO INFO,,NO
LTAF746,BUILDING,BUILDING,370041.480N,0351726.331E,269.62,204.07,NO INFO,,NO
LTAF747,BUILDING,BUILDING,370041.679N,0351727.615E,269.09,204.07,NO INFO,,NO
LTAF748,BUILDING,BUILDING,370037.241N,0351505.356E,277.19,212.18,NO INFO,,NO
LTAF749,BUILDING,BUILDING,370114.099N,0351720.308E,322.86,258.00,NO INFO,,NO
LTAF750,BUILDING,BUILDING,370047.982N,0351724.721E,268.40,204.07,NO INFO,,NO
LTAF751,BUILDING,BUILDING,370103.150N,0351658.235E,268.37,204.07,NO INFO,,NO
LTAF752,BUILDING,BUILDING,370114.853N,0351719.021E,325.13,260.86,NO INFO,,NO
LTAF753,BUILDING,BUILDING,370049.964N,0351519.289E,295.01,231.13,NO INFO,,NO
LTAF754,BUILDING,BUILDING,370103.756N,0351720.071E,267.98,206.40,NO INFO,,NO
LTAF755,BUILDING,BUILDING,370117.314N,0351711.912E,329.92,268.93,NO INFO,,NO
LTAF756,BUILDING,BUILDING,370104.640N,0351714.178E,267.55,206.72,NO INFO,,NO
LTAF757,BUILDING,BUILDING,370102.918N,0351719.585E,264.76,204.07,NO INFO,,NO
LTAF758,BUILDING,BUILDING,370101.882N,0351719.757E,264.56,204.07,NO INFO,,NO
LTAF759,BUILDING,BUILDING,370102.251N,0351612.906E,264.17,204.07,NO INFO,,NO
LTAF760,BUILDING,BUILDING,370108.049N,0351711.955E,282.28,222.50,NO INFO,,NO
LTAF761,BUILDING,BUILDING,370115.722N,0351659.907E,316.01,256.39,NO INFO,,NO
LTAF762,BUILDING,BUILDING,370034.768N,0351740.488E,263.61,204.07,NO INFO,,NO
LTAF763,BUILDING,BUILDING,370034.773N,0351739.305E,263.15,204.07,NO INFO,,NO
LTAF764,BUILDING,BUILDING,370118.919N,0351523.391E,409.77,351.21,NO INFO,,NO
LTAF765,BUILDING,BUILDING,370059.689N,0351717.158E,262.50,204.07,NO INFO,,NO
LTAF766,BUILDING,BUILDING,370042.567N,0351720.366E,262.46,204.07,NO INFO,,NO
LTAF767,BUILDING,BUILDING,370043.232N,0351720.306E,262.46,204.07,NO INFO,,NO
LTAF768,BUILDING,BUILDING,370104.913N,0351715.406E,267.25,208.89,NO INFO,,NO
LTAF769,BUILDING,BUILDING,370101.035N,0351720.222E,261.25,204.07,NO INFO,,NO
LTAF770,BUILDING,BUILDING,370048.338N,0351719.882E,261.25,204.07,NO INFO,,NO
LTAF771,BUILDING,BUILDING,370033.082N,0351739.038E,261.12,204.07,NO INFO,,NO
LTAF772,BUILDING,BUILDING,370117.903N,0351700.495E,324.67,267.81,NO INFO,,NO
LTAF773,BUILDING,BUILDING,370108.923N,0351709.842E,282.44,225.78,NO INFO,,NO
LTAF774,BUILDING,BUILDING,370028.445N,0351606.878E,260.73,204.07,NO INFO,,NO
LTAF775,BUILDING,BUILDING,370033.282N,0351740.486E,260.66,204.07,NO INFO,,NO
LTAF776,BUILDING,BUILDING,370047.269N,0351720.260E,260.46,204.07,NO INFO,,NO
LTAF777,BUILDING,BUILDING,370046.104N,0351720.505E,260.33,204.07,NO INFO,,NO
LTAF778,BUILDING,BUILDING,370109.052N,0351711.560E,282.21,227.33,NO INFO,,NO
LTAF779,BUILDING,BUILDING,370108.995N,0351718.114E,285.10,231.03,NO INFO,,NO
LTAF780,BUILDING,BUILDING,370047.003N,0351724.146E,257.58,204.07,NO INFO,,NO
LTAF781,BUILDING,BUILDING,370059.954N,0351722.169E,257.38,204.07,NO INFO,,NO
LTAF782,BUILDING,BUILDING,370050.268N,0351719.216E,257.28,204.07,NO INFO,,NO
LTAF783,BUILDING,BUILDING,370102.340N,0351542.677E,295.70,242.51,NO INFO,,NO
LTAF784,BUILDING,BUILDING,370110.150N,0351706.283E,283.30,230.34,NO INFO,,NO
LTAF785,BUILDING,BUILDING,370119.191N,0351521.004E,409.44,356.72,NO INFO,,NO
LTAF786,BUILDING,BUILDING,370042.260N,0351719.822E,256.62,204.07,NO INFO,,NO
LTAF787,BUILDING,BUILDING,370058.783N,0351555.595E,259.22,206.81,NO INFO,,NO
LTAF788,BUILDING,BUILDING,370107.289N,0351716.820E,273.98,221.65,NO INFO,,NO
LTAF789,BUILDING,BUILDING,370104.809N,0351552.782E,291.43,239.34,NO INFO,,NO
LTAF790,BUILDING,BUILDING,370119.960N,0351705.927E,331.39,279.59,NO INFO,,NO
LTAF791,BUILDING,BUILDING,370111.145N,0351702.227E,285.50,233.92,NO INFO,,NO
LTAF792,BUILDING,BUILDING,370110.454N,0351711.126E,285.63,234.12,NO INFO,,NO
LTAF793,BUILDING,BUILDING,370104.670N,0351551.104E,292.42,240.97,NO INFO,,NO
LTAF794,BUILDING,BUILDING,370106.812N,0351556.210E,295.86,244.46,NO INFO,,NO
LTAF795,BUILDING,BUILDING,370036.944N,0351526.819E,255.21,204.07,NO INFO,,NO
LTAF796,BUILDING,BUILDING,370102.392N,0351540.766E,296.55,245.81,NO INFO,,NO
LTAF797,BUILDING,BUILDING,370111.479N,0351707.702E,288.09,237.63,NO INFO,,NO
LTAF798,BUILDING,BUILDING,370119.239N,0351702.239E,324.67,274.77,NO INFO,,NO
LTAF799,BUILDING,BUILDING,370120.124N,0351707.709E,330.25,281.13,NO INFO,,NO
LTAF800,BUILDING,BUILDING,370116.596N,0351701.022E,310.13,261.09,NO INFO,,NO
LTAF801,BUILDING,BUILDING,370109.450N,0351719.639E,283.10,234.38,NO INFO,,NO
LTAF802,BUILDING,BUILDING,370059.689N,0351552.371E,264.17,215.55,NO INFO,,NO
LTAF803,BUILDING,BUILDING,370118.105N,0351710.795E,320.73,272.34,NO INFO,,NO
LTAF804,BUILDING,BUILDING,370120.695N,0351652.982E,328.77,280.41,NO INFO,,NO
LTAF805,BUILDING,BUILDING,370121.444N,0351706.701E,335.53,287.37,NO INFO,,NO
LTAF806,BUILDING,BUILDING,370057.966N,0351554.522E,252.39,204.38,NO INFO,,NO
LTAF807,BUILDING,BUILDING,370114.217N,0351636.989E,297.08,249.37,NO INFO,,NO
LTAF808,BUILDING,BUILDING,370057.198N,0351712.048E,251.54,204.07,NO INFO,,NO
LTAF809,BUILDING,BUILDING,370109.780N,0351721.089E,284.48,237.10,NO INFO,,NO
LTAF810,BUILDING,BUILDING,370105.134N,0351543.018E,302.36,255.01,NO INFO,,NO
LTAF811,BUILDING,BUILDING,370105.891N,0351715.230E,260.99,213.65,NO INFO,,NO
LTAF812,BUILDING,BUILDING,370111.958N,0351703.687E,285.53,238.48,NO INFO,,NO
LTAF813,BUILDING,BUILDING,370114.625N,0351638.663E,297.96,250.98,NO INFO,,NO
LTAF814,BUILDING,BUILDING,370028.206N,0351608.598E,250.95,204.07,NO INFO,,NO
LTAF815,BUILDING,BUILDING,370057.358N,0351601.386E,250.85,204.07,NO INFO,,NO
LTAF816,BUILDING,BUILDING,370118.736N,0351607.233E,337.20,290.45,NO INFO,,NO
LTAF817,BUILDING,BUILDING,370034.990N,0351520.670E,250.49,204.07,NO INFO,,NO
LTAF818,BUILDING,BUILDING,370049.836N,0351600.922E,250.26,204.07,NO INFO,,NO
LTAF819,BUILDING,BUILDING,370102.339N,0351538.665E,295.17,249.02,NO INFO,,NO
LTAF820,BUILDING,BUILDING,370106.002N,0351714.051E,259.45,213.48,NO INFO,,NO
LTAF821,BUILDING,BUILDING,370100.010N,0351554.654E,259.87,213.93,NO INFO,,NO
LTAF822,BUILDING,BUILDING,370112.083N,0351533.847E,347.90,301.99,NO INFO,,NO
LTAF823,BUILDING,BUILDING,370059.809N,0351709.711E,249.87,204.07,NO INFO,,NO
LTAF824,BUILDING,BUILDING,370118.283N,0351603.949E,337.17,291.40,NO INFO,,NO
LTAF825,BUILDING,BUILDING,370045.200N,0351615.154E,249.37,204.07,NO INFO,,NO
LTAF826,BUILDING,BUILDING,370011.082N,0351522.982E,249.31,204.07,NO INFO,,NO
LTAF827,BUILDING,BUILDING,370022.536N,0351552.488E,249.24,204.07,NO INFO,,NO
LTAF828,BUILDING,BUILDING,370044.200N,0351613.344E,249.21,204.07,NO INFO,,NO
LTAF829,BUILDING,BUILDING,370010.172N,0351524.055E,249.08,204.07,NO INFO,,NO
LTAF830,BUILDING,BUILDING,370050.338N,0351602.514E,249.01,204.07,NO INFO,,NO
LTAF831,BUILDING,BUILDING,370113.709N,0351713.176E,296.22,251.54,NO INFO,,NO
LTAF832,BUILDING,BUILDING,370022.529N,0351554.063E,248.72,204.07,NO INFO,,NO
LTAF833,BUILDING,BUILDING,370121.378N,0351704.442E,330.64,286.22,NO INFO,,NO
LTAF834,BUILDING,BUILDING,370105.192N,0351540.977E,302.42,258.40,NO INFO,,NO
LTAF835,BUILDING,BUILDING,370042.319N,0351600.305E,248.06,204.07,NO INFO,,NO
LTAF836,BUILDING,BUILDING,370042.252N,0351602.216E,248.06,204.07,NO INFO,,NO
LTAF837,BUILDING,BUILDING,370107.022N,0351553.318E,292.84,249.19,NO INFO,,NO
LTAF838,BUILDING,BUILDING,370120.978N,0351641.203E,326.11,282.48,NO INFO,,NO
LTAF839,BUILDING,BUILDING,370041.160N,0351605.855E,247.67,204.07,NO INFO,,NO
LTAF840,BUILDING,BUILDING,370050.293N,0351720.908E,247.54,204.07,NO INFO,,NO
LTAF841,BUILDING,BUILDING,370121.362N,0351654.365E,327.36,283.92,NO INFO,,NO
LTAF842,BUILDING,BUILDING,370116.695N,0351636.421E,305.31,262.04,NO INFO,,NO
LTAF843,BUILDING,BUILDING,370050.262N,0351722.433E,247.34,204.07,NO INFO,,NO
LTAF844,BUILDING,BUILDING,370122.838N,0351706.802E,337.20,294.42,NO INFO,,NO
LTAF845,BUILDING,BUILDING,370104.844N,0351536.696E,306.59,263.85,NO INFO,,NO
LTAF846,BUILDING,BUILDING,370116.997N,0351637.923E,305.48,263.12,NO INFO,,NO
LTAF847,BUILDING,BUILDING,370115.428N,0351636.552E,297.54,255.61,NO INFO,,NO
LTAF848,BUILDING,BUILDING,370119.316N,0351606.145E,336.05,294.32,NO INFO,,NO
LTAF849,BUILDING,BUILDING,370117.517N,0351713.302E,312.20,270.70,NO INFO,,NO
LTAF850,BUILDING,BUILDING,370020.016N,0351526.627E,245.54,204.07,NO INFO,,NO
LTAF851,BUILDING,BUILDING,370048.080N,0351610.174E,245.44,204.07,NO INFO,,NO
LTAF852,BUILDING,BUILDING,370114.754N,0351712.194E,297.50,256.23,NO INFO,,NO
LTAF853,BUILDING,BUILDING,370115.859N,0351638.274E,298.39,257.28,NO INFO,,NO
LTAF854,BUILDING,BUILDING,370108.391N,0351549.009E,302.42,261.56,NO INFO,,NO
LTAF855,BUILDING,BUILDING,370029.801N,0351509.242E,244.88,204.07,NO INFO,,NO
LTAF856,BUILDING,BUILDING,370119.125N,0351604.783E,335.53,294.71,NO INFO,,NO
LTAF857,BUILDING,BUILDING,370105.138N,0351538.770E,302.46,261.79,NO INFO,,NO
LTAF858,BUILDING,BUILDING,370114.925N,0351713.733E,298.52,257.94,NO INFO,,NO
LTAF859,BUILDING,BUILDING,370119.453N,0351635.147E,316.33,276.34,NO INFO,,NO
LTAF860,BUILDING,BUILDING,370123.152N,0351704.939E,334.97,295.34,NO INFO,,NO
LTAF861,BUILDING,BUILDING,370105.819N,0351654.954E,244.62,205.41,NO INFO,,NO
LTAF862,BUILDING,BUILDING,370125.967N,0351637.581E,347.57,308.49,NO INFO,,NO
LTAF863,BUILDING,BUILDING,370038.282N,0351507.488E,249.64,210.81,NO INFO,,NO
LTAF864,BUILDING,BUILDING,370122.581N,0351703.179E,329.65,291.89,NO INFO,,NO
LTAF865,BUILDING,BUILDING,370117.282N,0351654.284E,300.91,263.28,NO INFO,,NO
LTAF866,BUILDING,BUILDING,370105.695N,0351535.094E,308.07,270.47,NO INFO,,NO
LTAF867,BUILDING,BUILDING,370110.574N,0351725.511E,279.82,244.58,NO INFO,,NO
LTAF868,BUILDING,BUILDING,370022.557N,0351555.746E,239.01,204.07,NO INFO,,NO
LTAF869,BUILDING,BUILDING,370022.232N,0351556.484E,238.84,204.07,NO INFO,,NO
LTAF870,BUILDING,BUILDING,370010.790N,0351525.582E,238.74,204.07,NO INFO,,NO
LTAF871,BUILDING,BUILDING,370010.611N,0351526.956E,238.71,204.07,NO INFO,,NO
LTAF872,BUILDING,BUILDING,370059.717N,0351718.435E,238.65,204.07,NO INFO,,NO
LTAF873,BUILDING,BUILDING,370107.940N,0351546.908E,296.88,262.40,NO INFO,,NO
LTAF874,BUILDING,BUILDING,370023.529N,0351526.246E,238.55,204.07,NO INFO,,NO
LTAF875,BUILDING,BUILDING,370022.594N,0351550.797E,238.51,204.07,NO INFO,,NO
LTAF876,BUILDING,BUILDING,370022.273N,0351550.058E,238.51,204.07,NO INFO,,NO
LTAF877,BUILDING,BUILDING,370118.515N,0351654.752E,303.90,269.58,NO INFO,,NO
LTAF878,BUILDING,BUILDING,370102.214N,0351513.532E,330.34,296.04,NO INFO,,NO
LTAF879,BUILDING,BUILDING,370058.721N,0351558.741E,238.02,204.07,NO INFO,,NO
LTAF880,BUILDING,BUILDING,370038.172N,0351505.142E,250.10,216.36,NO INFO,,NO
LTAF881,BUILDING,BUILDING,370020.978N,0351549.841E,237.73,204.07,NO INFO,,NO
LTAF882,BUILDING,BUILDING,370020.419N,0351549.421E,237.73,204.07,NO INFO,,NO
